部数,部名,類数,類名,HSコード,大項目,中項目,小項目,細項目,微細項目,項目,単位2
第5部,鉱物性生産品,第25類,塩、硫黄、土石類、プラスター、石灰及びセメント,252321000,ポートランドセメント、アルミナセメント、スラグセメント、スーパーサルフェートセメントその他これらに類する水硬性セメント（着色してあるかないか又はクリンカー状であるかないかを問わない。）,－ ポートランドセメント,－－ 白色セメント（人工着色をしてあるかないかを問わない。）,,,,MT
第5部,鉱物性生産品,第25類,塩、硫黄、土石類、プラスター、石灰及びセメント,252329000,ポートランドセメント、アルミナセメント、スラグセメント、スーパーサルフェートセメントその他これらに類する水硬性セメント（着色してあるかないか又はクリンカー状であるかないかを問わない。）,－ ポートランドセメント,－－ その他のもの,,,,MT
第5部,鉱物性生産品,第25類,塩、硫黄、土石類、プラスター、石灰及びセメント,252330000,ポートランドセメント、アルミナセメント、スラグセメント、スーパーサルフェートセメントその他これらに類する水硬性セメント（着色してあるかないか又はクリンカー状であるかないかを問わない。）,－ アルミナセメント,,,,,MT
第5部,鉱物性生産品,第25類,塩、硫黄、土石類、プラスター、石灰及びセメント,252390000,ポートランドセメント、アルミナセメント、スラグセメント、スーパーサルフェートセメントその他これらに類する水硬性セメント（着色してあるかないか又はクリンカー状であるかないかを問わない。）,－ その他の水硬性セメント,,,,,MT
第5部,鉱物性生産品,第25類,塩、硫黄、土石類、プラスター、石灰及びセメント,252410000,石綿,－ クロシドライト,,,,,MT
第5部,鉱物性生産品,第25類,塩、硫黄、土石類、プラスター、石灰及びセメント,252490000,石綿,－ その他のもの,,,,,MT
第5部,鉱物性生産品,第25類,塩、硫黄、土石類、プラスター、石灰及びセメント,252510000,雲母（はく離雲母を含む。）及びそのくず,－ 粗のもの及びシート状又は片状にしたもの,,,,,MT
第5部,鉱物性生産品,第25類,塩、硫黄、土石類、プラスター、石灰及びセメント,252520000,雲母（はく離雲母を含む。）及びそのくず,－ 粉,,,,,MT
第5部,鉱物性生産品,第25類,塩、硫黄、土石類、プラスター、石灰及びセメント,252530000,雲母（はく離雲母を含む。）及びそのくず,－ くず,,,,,MT
第5部,鉱物性生産品,第25類,塩、硫黄、土石類、プラスター、石灰及びセメント,252610000,ステアタイト（天然のものに限るものとし、粗削りしてあるかないか又はのこぎりでひくことその他の方法により長方形（正方形を含む。）の塊状若しくは板状に単に切つてあるかないかを問わない。）及びタルク,－ 破砕してなく、かつ、粉状にしてないもの,,,,,MT
第5部,鉱物性生産品,第25類,塩、硫黄、土石類、プラスター、石灰及びセメント,252620000,ステアタイト（天然のものに限るものとし、粗削りしてあるかないか又はのこぎりでひくことその他の方法により長方形（正方形を含む。）の塊状若しくは板状に単に切つてあるかないかを問わない。）及びタルク,－ 破砕し又は粉状にしたもの,,,,,MT
第5部,鉱物性生産品,第25類,塩、硫黄、土石類、プラスター、石灰及びセメント,252800000,天然ほう酸塩及びその精鉱（焼いてあるかないかを問わないものとし、天然かん水から分離したものを除く。）並びに天然ほう酸でオルトほう酸の含有量が乾燥状態において全重量の85％以下のもの,,,,,,MT
第5部,鉱物性生産品,第25類,塩、硫黄、土石類、プラスター、石灰及びセメント,252910000,長石、白榴石、ネフェリン、ネフェリンサイアナイト及びほたる石,－ 長石,,,,,MT
第5部,鉱物性生産品,第25類,塩、硫黄、土石類、プラスター、石灰及びセメント,252921000,長石、白榴石、ネフェリン、ネフェリンサイアナイト及びほたる石,－ ほたる石,－－ ふつ化カルシウムの含有量が全重量の97％以下のもの,,,,MT
第5部,鉱物性生産品,第25類,塩、硫黄、土石類、プラスター、石灰及びセメント,252922000,長石、白榴石、ネフェリン、ネフェリンサイアナイト及びほたる石,－ ほたる石,－－ ふつ化カルシウムの含有量が全重量の97％を超えるもの,,,,MT
第5部,鉱物性生産品,第25類,塩、硫黄、土石類、プラスター、石灰及びセメント,252930000,長石、白榴石、ネフェリン、ネフェリンサイアナイト及びほたる石,－ 白榴石、ネフェリン及びネフェリンサイアナイト,,,,,MT
第5部,鉱物性生産品,第25類,塩、硫黄、土石類、プラスター、石灰及びセメント,253010000,鉱物（他の項に該当するものを除く。）,－ 蛭石、真珠岩及び緑泥岩（膨脹させてないものに限る。）,,,,,MT
第5部,鉱物性生産品,第25類,塩、硫黄、土石類、プラスター、石灰及びセメント,253020000,鉱物（他の項に該当するものを除く。）,－ キーゼル石及び瀉利塩（天然の硫酸マグネシウム）,,,,,MT
第5部,鉱物性生産品,第25類,塩、硫黄、土石類、プラスター、石灰及びセメント,253090000,鉱物（他の項に該当するものを除く。）,－ その他のもの,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,260111000,鉄鉱（精鉱及び焼いた硫化鉄鉱を含む。）,－ 鉄鉱（精鉱を含むものとし、焼いた硫化鉄鉱を除く。）,－－ 凝結させてないもの,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,260112000,鉄鉱（精鉱及び焼いた硫化鉄鉱を含む。）,－ 鉄鉱（精鉱を含むものとし、焼いた硫化鉄鉱を除く。）,－－ 凝結させたもの,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,260120000,鉄鉱（精鉱及び焼いた硫化鉄鉱を含む。）,－ 焼いた硫化鉄鉱,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,260200000,マンガン鉱（精鉱を含む。）及び含鉄マンガン鉱（精鉱を含むものとし、マンガンの含有量が乾燥状態において全重量の20％以上のものに限る。）,,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,260300000,銅鉱（精鉱を含む。）,,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,260400000,ニッケル鉱（精鉱を含む。）,,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,260500000,コバルト鉱（精鉱を含む。）,,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,260600000,アルミニウム鉱（精鉱を含む。）,,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,260700000,鉛鉱（精鉱を含む。）,,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,260800000,亜鉛鉱（精鉱を含む。）,,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,260900000,すず鉱（精鉱を含む。）,,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,261000000,クロム鉱（精鉱を含む。）,,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,261100000,タングステン鉱（精鉱を含む。）,,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,261210000,ウラン鉱及びトリウム鉱（精鉱を含む。）,－ ウラン鉱（精鉱を含む。）,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,261220000,ウラン鉱及びトリウム鉱（精鉱を含む。）,－ トリウム鉱（精鉱を含む。）,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,261310000,モリブデン鉱（精鉱を含む。）,－ 焼いたもの,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,261390000,モリブデン鉱（精鉱を含む。）,－ その他のもの,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,261400000,チタン鉱（精鉱を含む。）,,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,261510000,ニオブ鉱、タンタル鉱、バナジウム鉱及びジルコニウム鉱（精鉱を含む。）,－ ジルコニウム鉱（精鉱を含む。）,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,261590000,ニオブ鉱、タンタル鉱、バナジウム鉱及びジルコニウム鉱（精鉱を含む。）,－ その他のもの,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,261610000,貴金属鉱（精鉱を含む。）,－ 銀鉱（精鉱を含む。）,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,261690000,貴金属鉱（精鉱を含む。）,－ その他のもの,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,261710000,その他の鉱（精鉱を含む。）,－ アンチモン鉱（精鉱を含む。）,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,261790000,その他の鉱（精鉱を含む。）,－ その他のもの,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,261800000,粒状スラグ（スラグサンド。鉄鋼製造の際に生ずるものに限る。）,,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,261900000,スラグ、ドロス（粒状スラグを除く。）、スケールその他のくず（鉄鋼製造の際に生ずるものに限る。）,,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,262011000,スラグ、灰及び残留物（砒素、金属又はこれらの化合物を含有するものに限るものとし、鉄鋼製造の際に生ずるものを除く。）,－ 亜鉛を主成分とするもの,－－ ハードジンクスペルター,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,262019000,スラグ、灰及び残留物（砒素、金属又はこれらの化合物を含有するものに限るものとし、鉄鋼製造の際に生ずるものを除く。）,－ 亜鉛を主成分とするもの,－－ その他のもの,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,262021000,スラグ、灰及び残留物（砒素、金属又はこれらの化合物を含有するものに限るものとし、鉄鋼製造の際に生ずるものを除く。）,－ 鉛を主成分とするもの,－－ 加鉛ガソリンの汚泥及び鉛アンチノック剤の汚泥,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,262029000,スラグ、灰及び残留物（砒素、金属又はこれらの化合物を含有するものに限るものとし、鉄鋼製造の際に生ずるものを除く。）,－ 鉛を主成分とするもの,－－ その他のもの,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,262030000,スラグ、灰及び残留物（砒素、金属又はこれらの化合物を含有するものに限るものとし、鉄鋼製造の際に生ずるものを除く。）,－ 銅を主成分とするもの,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,262040000,スラグ、灰及び残留物（砒素、金属又はこれらの化合物を含有するものに限るものとし、鉄鋼製造の際に生ずるものを除く。）,－ アルミニウムを主成分とするもの,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,262060000,スラグ、灰及び残留物（砒素、金属又はこれらの化合物を含有するものに限るものとし、鉄鋼製造の際に生ずるものを除く。）,－ 砒素、水銀、タリウム又はこれらの混合物を含有するもので、砒素若しくはこれらの金属の抽出又はこれらの化合物の製造原料に使用する種類のもの,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,262091000,スラグ、灰及び残留物（砒素、金属又はこれらの化合物を含有するものに限るものとし、鉄鋼製造の際に生ずるものを除く。）,－ その他のもの,－－ アンチモン、ベリリウム、カドミウム、クロム又はこれらの混合物を含有するもの,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,262099000,スラグ、灰及び残留物（砒素、金属又はこれらの化合物を含有するものに限るものとし、鉄鋼製造の際に生ずるものを除く。）,－ その他のもの,－－ その他のもの,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,262110000,その他のスラグ及び灰（海草の灰（ケルプ）を含む。）並びに都市廃棄物の焼却によつて生じた灰及び残留物,－ 都市廃棄物の焼却によつて生じた灰及び残留物,,,,,MT
第5部,鉱物性生産品,第26類,鉱石、スラグ及び灰,262190000,その他のスラグ及び灰（海草の灰（ケルプ）を含む。）並びに都市廃棄物の焼却によつて生じた灰及び残留物,－ その他のもの,,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,270111000,石炭及び練炭、豆炭その他これらに類する固形燃料で石炭から製造したもの,－ 石炭（粉状にしてあるかないかを問わないものとし、凝結させたものを除く。）,－－ 無煙炭,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,270112000,石炭及び練炭、豆炭その他これらに類する固形燃料で石炭から製造したもの,－ 石炭（粉状にしてあるかないかを問わないものとし、凝結させたものを除く。）,－－ 歴青炭,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,270119000,石炭及び練炭、豆炭その他これらに類する固形燃料で石炭から製造したもの,－ 石炭（粉状にしてあるかないかを問わないものとし、凝結させたものを除く。）,－－ その他の石炭,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,270120000,石炭及び練炭、豆炭その他これらに類する固形燃料で石炭から製造したもの,－ 練炭、豆炭その他これらに類する固形燃料で石炭から製造したもの,,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,270210000,亜炭（凝結させてあるかないかを問わないものとし、黒玉を除く。）,－ 亜炭（粉状にしてあるかないかを問わないものとし、凝結させたものを除く。）,,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,270220000,亜炭（凝結させてあるかないかを問わないものとし、黒玉を除く。）,－ 亜炭（凝結させたものに限る。）,,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,270300000,泥炭（ピートリッターを含むものとし、凝結させてあるかないかを問わない。）,,,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,270400000,コークス及び半成コークス（石炭、亜炭又は泥炭から製造したものに限るものとし、凝結させてあるかないかを問わない。）並びにレトルトカーボン,,,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,270500000,石炭ガス、水性ガス、発生炉ガスその他これらに類するガス（石油ガスその他のガス状炭化水素を除く。）,,,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,270600000,石炭、亜炭又は泥炭を乾留して得たタールその他の鉱物性タール（再生タールを含むものとし、脱水してあるかないか又は蒸留により成分の一部を除いてあるかないかを問わない。）,,,,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,270710000,高温コールタールの蒸留物及びこれに類する物品で芳香族成分の重量が非芳香族成分の重量を超えるもの,－ ベンゾール（ベンゼン）,,,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,270720000,高温コールタールの蒸留物及びこれに類する物品で芳香族成分の重量が非芳香族成分の重量を超えるもの,－ トルオール（トルエン）,,,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,270730000,高温コールタールの蒸留物及びこれに類する物品で芳香族成分の重量が非芳香族成分の重量を超えるもの,－ キシロール（キシレン）,,,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,270740000,高温コールタールの蒸留物及びこれに類する物品で芳香族成分の重量が非芳香族成分の重量を超えるもの,－ ナフタレン,,,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,270750000,高温コールタールの蒸留物及びこれに類する物品で芳香族成分の重量が非芳香族成分の重量を超えるもの,－ その他の芳香族炭化水素混合物で、ISO 3405の方法（ASTM D 86の方法と同等の方法）による温度250度における減失量加算留出容量が全容量の65％以上のもの,,,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,270791000,高温コールタールの蒸留物及びこれに類する物品で芳香族成分の重量が非芳香族成分の重量を超えるもの,－ その他のもの,－－ クレオソート油,,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,270799000,高温コールタールの蒸留物及びこれに類する物品で芳香族成分の重量が非芳香族成分の重量を超えるもの,－ その他のもの,－－ その他のもの,,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,270810000,ピッチ及びピッチコークス（コールタールその他の鉱物性タールから得たものに限る。）,－ ピッチ,,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,270820000,ピッチ及びピッチコークス（コールタールその他の鉱物性タールから得たものに限る。）,－ ピッチコークス,,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,270900000,石油及び歴青油（原油に限る。）,,,,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271012110,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、バイオディーゼルを含有するもの及び他の号に該当するものを除く。）,－－ 軽質油及びその調製品,－－－ 揮発油,－－－－ ピストン式内燃機関の燃料用のもの,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271012190,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、バイオディーゼルを含有するもの及び他の号に該当するものを除く。）,－－ 軽質油及びその調製品,－－－ 揮発油,－－－－ その他のもの,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271012200,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、バイオディーゼルを含有するもの及び他の号に該当するものを除く。）,－－ 軽質油及びその調製品,－－－ 灯油,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271012900,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、バイオディーゼルを含有するもの及び他の号に該当するものを除く。）,－－ 軽質油及びその調製品,－－－ その他のもの,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271019100,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、バイオディーゼルを含有するもの及び他の号に該当するものを除く。）,－－ その他のもの,－－－ 灯油,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271019200,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、バイオディーゼルを含有するもの及び他の号に該当するものを除く。）,－－ その他のもの,－－－ 軽油,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271019300,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、バイオディーゼルを含有するもの及び他の号に該当するものを除く。）,－－ その他のもの,－－－ 重油,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271019510,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、バイオディーゼルを含有するもの及び他の号に該当するものを除く。）,－－ その他のもの,－－－ 潤滑油,－－－－ 絶縁油,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271019520,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、バイオディーゼルを含有するもの及び他の号に該当するものを除く。）,－－ その他のもの,－－－ 潤滑油,－－－－ 焼入油、作動油、防錆油その他主として潤滑の用に供しない油（絶縁油を除く。）,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271019590,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、バイオディーゼルを含有するもの及び他の号に該当するものを除く。）,－－ その他のもの,－－－ 潤滑油,－－－－ その他のもの,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271019600,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、バイオディーゼルを含有するもの及び他の号に該当するものを除く。）,－－ その他のもの,－－－ グリース,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271019900,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、バイオディーゼルを含有するもの及び他の号に該当するものを除く。）,－－ その他のもの,－－－ その他のもの,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271020100,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すもののうち、バイオディーゼルを含有するものに限るものとし、他の号に該当するものを除く。）,－－ 揮発油,,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271020200,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すもののうち、バイオディーゼルを含有するものに限るものとし、他の号に該当するものを除く。）,－－ 灯油,,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271020300,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すもののうち、バイオディーゼルを含有するものに限るものとし、他の号に該当するものを除く。）,－－ 軽油,,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271020400,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すもののうち、バイオディーゼルを含有するものに限るものとし、他の号に該当するものを除く。）,－－ 重油,,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271020510,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すもののうち、バイオディーゼルを含有するものに限るものとし、他の号に該当するものを除く。）,－－ 潤滑油,－－－ 絶縁油,,,KG
