部数,部名,類数,類名,HSコード,大項目,中項目,小項目,細項目,微細項目,項目,単位2
第14部,天然又は養殖の真珠、貴石、半貴石、貴金属及び貴金属を張つた金属並びにこれらの製品、身辺用模造細貨類並びに貨幣,第71類,天然又は養殖の真珠、貴石、半貴石、貴金属及び貴金属を張つた金属並びにこれらの製品、身辺用模造細貨類並びに貨幣,711100000,白金を張つた卑金属、銀及び金（一次製品を含むものとし、更に加工したものを除く。）,,,,,,GR
第14部,天然又は養殖の真珠、貴石、半貴石、貴金属及び貴金属を張つた金属並びにこれらの製品、身辺用模造細貨類並びに貨幣,第71類,天然又は養殖の真珠、貴石、半貴石、貴金属及び貴金属を張つた金属並びにこれらの製品、身辺用模造細貨類並びに貨幣,711230000,貴金属又は貴金属を張つた金属のくず及び主として貴金属の回収に使用する種類のその他のくずで貴金属又はその化合物を含有するもの（第85.49項の物品を除く。）,－ 貴金属又はその化合物を含む灰,,,,,KG
第14部,天然又は養殖の真珠、貴石、半貴石、貴金属及び貴金属を張つた金属並びにこれらの製品、身辺用模造細貨類並びに貨幣,第71類,天然又は養殖の真珠、貴石、半貴石、貴金属及び貴金属を張つた金属並びにこれらの製品、身辺用模造細貨類並びに貨幣,711291000,貴金属又は貴金属を張つた金属のくず及び主として貴金属の回収に使用する種類のその他のくずで貴金属又はその化合物を含有するもの（第85.49項の物品を除く。）,－ その他のもの,－－ 金のくず（金を張つた金属のくずを含むものとし、その他の貴金属を含有するものを除く。）,,,,GR
第14部,天然又は養殖の真珠、貴石、半貴石、貴金属及び貴金属を張つた金属並びにこれらの製品、身辺用模造細貨類並びに貨幣,第71類,天然又は養殖の真珠、貴石、半貴石、貴金属及び貴金属を張つた金属並びにこれらの製品、身辺用模造細貨類並びに貨幣,711292000,貴金属又は貴金属を張つた金属のくず及び主として貴金属の回収に使用する種類のその他のくずで貴金属又はその化合物を含有するもの（第85.49項の物品を除く。）,－ その他のもの,－－ 白金のくず（白金を張つた金属のくずを含むものとし、その他の貴金属を含有するものを除く。）,,,,KG
第14部,天然又は養殖の真珠、貴石、半貴石、貴金属及び貴金属を張つた金属並びにこれらの製品、身辺用模造細貨類並びに貨幣,第71類,天然又は養殖の真珠、貴石、半貴石、貴金属及び貴金属を張つた金属並びにこれらの製品、身辺用模造細貨類並びに貨幣,711299000,貴金属又は貴金属を張つた金属のくず及び主として貴金属の回収に使用する種類のその他のくずで貴金属又はその化合物を含有するもの（第85.49項の物品を除く。）,－ その他のもの,－－ その他のもの,,,,KG
第14部,天然又は養殖の真珠、貴石、半貴石、貴金属及び貴金属を張つた金属並びにこれらの製品、身辺用模造細貨類並びに貨幣,第71類,天然又は養殖の真珠、貴石、半貴石、貴金属及び貴金属を張つた金属並びにこれらの製品、身辺用模造細貨類並びに貨幣,711311000,身辺用細貨類及びその部分品（貴金属製又は貴金属を張つた金属製のものに限る。）,－ 貴金属製のもの（貴金属をめつきしてあるかないか又は張つてあるかないかを問わない。）,－－ 銀製のもの（その他の貴金属をめつきしてあるかないか又は張つてあるかないかを問わない。）,,,,GR
第14部,天然又は養殖の真珠、貴石、半貴石、貴金属及び貴金属を張つた金属並びにこれらの製品、身辺用模造細貨類並びに貨幣,第71類,天然又は養殖の真珠、貴石、半貴石、貴金属及び貴金属を張つた金属並びにこれらの製品、身辺用模造細貨類並びに貨幣,711319100,身辺用細貨類及びその部分品（貴金属製又は貴金属を張つた金属製のものに限る。）,－ 貴金属製のもの（貴金属をめつきしてあるかないか又は張つてあるかないかを問わない。）,－－ その他の貴金属製のもの（貴金属をめつきしてあるかないか又は張つてあるかないかを問わない。）,－－－ 金製のもの,,,GR
第14部,天然又は養殖の真珠、貴石、半貴石、貴金属及び貴金属を張つた金属並びにこれらの製品、身辺用模造細貨類並びに貨幣,第71類,天然又は養殖の真珠、貴石、半貴石、貴金属及び貴金属を張つた金属並びにこれらの製品、身辺用模造細貨類並びに貨幣,711319900,身辺用細貨類及びその部分品（貴金属製又は貴金属を張つた金属製のものに限る。）,－ 貴金属製のもの（貴金属をめつきしてあるかないか又は張つてあるかないかを問わない。）,－－ その他の貴金属製のもの（貴金属をめつきしてあるかないか又は張つてあるかないかを問わない。）,－－－ その他のもの,,,GR
第14部,天然又は養殖の真珠、貴石、半貴石、貴金属及び貴金属を張つた金属並びにこれらの製品、身辺用模造細貨類並びに貨幣,第71類,天然又は養殖の真珠、貴石、半貴石、貴金属及び貴金属を張つた金属並びにこれらの製品、身辺用模造細貨類並びに貨幣,711320000,身辺用細貨類及びその部分品（貴金属製又は貴金属を張つた金属製のものに限る。）,－ 貴金属を張つた卑金属製のもの,,,,,GR
第14部,天然又は養殖の真珠、貴石、半貴石、貴金属及び貴金属を張つた金属並びにこれらの製品、身辺用模造細貨類並びに貨幣,第71類,天然又は養殖の真珠、貴石、半貴石、貴金属及び貴金属を張つた金属並びにこれらの製品、身辺用模造細貨類並びに貨幣,711411000,細工品及びその部分品（貴金属製又は貴金属を張つた金属製のものに限る。）,－ 貴金属製のもの（貴金属をめつきしてあるかないか又は張つてあるかないかを問わない。）,－－ 銀製のもの（その他の貴金属をめつきしてあるかないか又は張つてあるかないかを問わない。）,,,,KG
